user_id,data,Tipo,Reflexoes,Pensamento Suicida,Elogio,Sugestoes da IA,Tamanho,Vibe,Temas,Subtemas,quantidade_comentarios,engajamento,tema
143b0181-2c01-49aa-93be-1255b6815ea0,2/22/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Familiar,Otimismo com projeto profissional e reunião familiar,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,2/23/2025,Journaling,Nada,Não,Neutro,Não,Longo,Neutra,Amoroso,Festa de família e gripe,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,2/25/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Saúde do filho e ausência de ajuda doméstica,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,2/27/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Rotina,"Dia corrido e produtivo, experiências de ensino",119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,2/28/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Positiva,Trabalho,Rotina Diária e Cansaço Físico,119,alto,Saúde
143b0181-2c01-49aa-93be-1255b6815ea0,3/1/2025,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Amizade,Churrasco de Carnaval com amigos,119,alto,Amizade
143b0181-2c01-49aa-93be-1255b6815ea0,3/4/2025,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Outros,Carnaval e eventos sociais,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,3/6/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Rotina,Quaresma e rotina diária,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,3/7/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Rotina,Procrastinação e produtividade na próxima semana,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,3/8/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Amoroso,Planejamento de festa de casamento,119,alto,Amoroso
143b0181-2c01-49aa-93be-1255b6815ea0,3/9/2025,Journaling,Nada,Não,Neutro,Não,Normal,Muito Positiva,Trabalho,Dia tranquilo com família e amigos,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,3/10/2025,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Familiar,"Rotina diária, Produtividade, Cuidado com filhos",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,3/13/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Neutra,Trabalho,"Preocupação com o Daily Dots e lançamento do dashboard, Relacionamento Amizade",119,alto,Amizade
143b0181-2c01-49aa-93be-1255b6815ea0,3/14/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Familiar,Progresso no trabalho e cansaço,119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,3/15/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Amizade,Saúde do filho e atividades diárias,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,3/17/2025,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Familiar,Dia a dia em família,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,3/18/2025,Journaling,Nada,Não,Neutro,Não,Curto,Neutra,Familiar,Rotina Diária,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,3/19/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Rotina,Dia corrido e terapia,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,3/20/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Positiva,Familiar,"Gestão de tempo, Vida familiar, Desafios diários, Momentos em família",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,3/23/2025,Desabafo,Pouco,Não,Neutro,Não,Longo,Negativa,Familiar,"Convivência com a sogra, Tensão familiar, Ansiedade devido à presença da sogra, Preparativos para colonoscopia",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,3/25/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Negativa,Trabalho,Indicação de fornecedor ruim,119,alto,Saúde
143b0181-2c01-49aa-93be-1255b6815ea0,3/27/2025,Journaling,Pouco,Não,Neutro,Não,Curto,Negativa,Familiar,Doença dos filhos,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,3/28/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Amizade,Visita de amigos queridos e organização do dia,119,alto,Amizade
143b0181-2c01-49aa-93be-1255b6815ea0,3/29/2025,Muito curto,Nada,Não,Neutro,Não,Muito curto,Neutra,Trabalho,Nenhum,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,3/30/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Neutra,Saúde,Saúde do filho,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,4/1/2025,Journaling,Pouco,Não,Neutro,Não,Normal,,Familiar,Problemas na Familia,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,4/3/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Trabalho,"Alívio com a recuperação de um amigo, Cansaço físico, Produtividade no trabalho",119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,4/5/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Neutra,Familiar,"Atividades diárias, Interações familiares, Trabalho, Lazer",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,4/7/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Trabalho,Sustentabilidade e Gestão de Recursos na Fazenda,119,alto,Trabalho
147841ff-3276-40c6-98f7-962820126a99,12/11/2024,Journaling,Nada,Não,Neutro,Não,Muito curto,Neutra,Rotina,Procrastinação,5,médio,Rotina
147841ff-3276-40c6-98f7-962820126a99,12/12/2024,Journaling,Pouco,Não,Neutro,Não,Normal,,Trabalho,Problemas no Trabalho,5,médio,Trabalho
147841ff-3276-40c6-98f7-962820126a99,12/14/2024,Journaling,Muito,Não,Neutro,Não,Normal,Positiva,Rotina,Produtividade e Autodisciplina,5,médio,Rotina
147841ff-3276-40c6-98f7-962820126a99,1/3/2025,Journaling,Muito,Não,Neutro,Não,Longo,Positiva,Saúde,"Recuperação de Condicionamento Físico, Rotina de Sono, Preocupação com Arritmia",5,médio,Saúde
147841ff-3276-40c6-98f7-962820126a99,1/4/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Saúde,"Rotina diária, Exercício, Estudos, Padrão de sono, Tarefas domésticas",5,médio,Saúde
14c29c24-5e9b-4e08-b582-073d4e6abec9,4/4/2025,Journaling,Nada,Não,Neutro,Não,Normal,,Amoroso,Outros,1,baixo,Outros
14c29c24-5e9b-4e08-b582-073d4e6abec9,4/4/2025,Journaling,Nada,Não,Neutro,Não,Normal,,Trabalho,Outros,1,baixo,Outros
15a98270-b967-4abc-a744-1101a56d985b,12/19/2024,Journaling,Nada,Não,Neutro,Não,Normal,,Outros,Outros,5,médio,Outros
15a98270-b967-4abc-a744-1101a56d985b,12/20/2024,Journaling,Pouco,Não,Neutro,Não,Longo,Positiva,Outros,Motivação e Objetivos Pessoais,5,médio,Outros
15a98270-b967-4abc-a744-1101a56d985b,12/22/2024,Journaling,Nada,Não,Neutro,Não,Muito curto,,Outros,Outros,5,médio,Outros
15a98270-b967-4abc-a744-1101a56d985b,1/1/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,Neutra,Outros,Pausa na interação diária,5,médio,Outros
15a98270-b967-4abc-a744-1101a56d985b,1/4/2025,Desabafo,Nada,Não,Critica,Não,Curto,,Outros,Outros,5,médio,Outros
16c84c60-b01d-4d37-8129-0c28f2b32b96,4/3/2025,Journaling,Nada,Não,Elogio,Não,Normal,,Amoroso,Outros,2,baixo,Outros
16c84c60-b01d-4d37-8129-0c28f2b32b96,4/7/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Outros,Outros,2,baixo,Outros
17a6ee9c-779c-42c6-87d0-8e266af2104d,3/29/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Negativa,Amoroso,"Término de relacionamento, Desafios financeiros e legais, Culpa e auto-perdão, Saúde da mãe, Ansiedade e estresse",2,baixo,Amoroso
17a6ee9c-779c-42c6-87d0-8e266af2104d,3/29/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Negativa,Amoroso,"Término de relacionamento, Desafios financeiros e legais, Culpa e auto-perdão, Saúde da mãe, Ansiedade e estresse",2,baixo,Amoroso
17a6ee9c-779c-42c6-87d0-8e266af2104d,3/31/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Familiar,Outros,2,baixo,Outros
17a6ee9c-779c-42c6-87d0-8e266af2104d,3/31/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Amoroso,Outros,2,baixo,Outros
17a6ee9c-779c-42c6-87d0-8e266af2104d,3/31/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Amizade,Outros,2,baixo,Outros
17a6ee9c-779c-42c6-87d0-8e266af2104d,3/31/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Depressão,Outros,2,baixo,Outros
1a175fa0-6b9f-4852-8680-c53dccd0d85f,3/27/2025,Journaling,Pouco,Não,Elogio,Não,Longo,Neutra,Amizade,Cansaço e Sentimento de estar para baixo,4,médio,Rotina
1a175fa0-6b9f-4852-8680-c53dccd0d85f,3/29/2025,Journaling,Nada,Não,Neutro,Não,Curto,Neutra,Financeiros,Autocuidado,4,médio,Autoconhecimento
1a175fa0-6b9f-4852-8680-c53dccd0d85f,3/29/2025,Journaling,Nada,Não,Neutro,Não,Curto,Neutra,Vícios,Autocuidado,4,médio,Autoconhecimento
1a175fa0-6b9f-4852-8680-c53dccd0d85f,3/31/2025,Journaling,Pouco,Não,Neutro,Sim,Normal,Neutra,Saúde,Cansaço físico após viagem,4,médio,Saúde
1a175fa0-6b9f-4852-8680-c53dccd0d85f,4/3/2025,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Autoconhecimento,Sentimento de bem-estar após viagem,4,médio,Autoconhecimento
1c491519-3f23-480c-b1fd-7e1da9206d96,3/30/2025,Desabafo,Pouco,Não,Neutro,Não,Longo,Negativa,Outros,Insegurança e sentimento de ser segunda opção,5,médio,Outros
1c491519-3f23-480c-b1fd-7e1da9206d96,3/31/2025,Desabafo,Nada,Não,Neutro,Não,Muito curto,Negativa,Outros,Sentimento geral de mal-estar,5,médio,Outros
1c491519-3f23-480c-b1fd-7e1da9206d96,4/1/2025,Journaling,Pouco,Não,Neutro,Não,Normal,,Amoroso,Relacionamento Amoroso,5,médio,Amoroso
1c491519-3f23-480c-b1fd-7e1da9206d96,4/2/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Amoroso,Outros,5,médio,Outros
1c491519-3f23-480c-b1fd-7e1da9206d96,3/27/2025,Desabafo,Muito,Sim,Neutro,Sim,Longo,Muito Negativa,Familiar,"Preferência dos pais pela irmã, Sobrecarga emocional no relacionamento, Discussão com amigos, Sentimento de abandono e vazio, Pensamentos suicidas, Exaustão emocional",5,médio,Familiar
1c491519-3f23-480c-b1fd-7e1da9206d96,3/27/2025,Desabafo,Muito,Sim,Neutro,Sim,Longo,Muito Negativa,Familiar,"Preferência dos pais pela irmã, Sobrecarga emocional no relacionamento, Discussão com amigos, Sentimento de abandono e vazio, Pensamentos suicidas, Exaustão emocional",5,médio,Familiar
1c491519-3f23-480c-b1fd-7e1da9206d96,3/27/2025,Desabafo,Muito,Sim,Neutro,Sim,Longo,Muito Negativa,Familiar,"Preferência dos pais pela irmã, Sobrecarga emocional no relacionamento, Discussão com amigos, Sentimento de abandono e vazio, Pensamentos suicidas, Exaustão emocional",5,médio,Familiar
1c491519-3f23-480c-b1fd-7e1da9206d96,3/27/2025,Desabafo,Muito,Sim,Neutro,Sim,Longo,Muito Negativa,Familiar,"Preferência dos pais pela irmã, Sobrecarga emocional no relacionamento, Discussão com amigos, Sentimento de abandono e vazio, Pensamentos suicidas, Exaustão emocional",5,médio,Familiar
1cae853f-5679-4523-b13d-35c6a3ceb8a0,4/4/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Negativa,Outros,"Medo de julgamento, Autenticidade, Aceitação pessoal, Insegurança social",1,baixo,Outros
1e28d50e-9c74-4085-b6ec-2fae9f9af9e6,4/6/2025,Journaling,Muito,Não,Neutro,Sim,Longo,Neutra,Amoroso,"Estresse, Organização Financeira, Vício em Cigarro, Metas Pessoais, Comparação Social, Superação de Vícios, Planejamento de Estudos, Pensamentos Negativos, Autoestima, Objetivos de Vida",3,médio,Financeiros
1e28d50e-9c74-4085-b6ec-2fae9f9af9e6,4/6/2025,Journaling,Muito,Não,Neutro,Sim,Longo,Neutra,Financeiros,"Estresse, Organização Financeira, Vício em Cigarro, Metas Pessoais, Comparação Social, Superação de Vícios, Planejamento de Estudos, Pensamentos Negativos, Autoestima, Objetivos de Vida",3,médio,Financeiros
1e28d50e-9c74-4085-b6ec-2fae9f9af9e6,4/7/2025,Journaling,Muito,Não,Neutro,Sim,Longo,Neutra,Amoroso,"Organização de tarefas, Economia financeira, Registro de veículos",3,médio,Financeiros
1e28d50e-9c74-4085-b6ec-2fae9f9af9e6,4/8/2025,Journaling,Muito,Não,Elogio,Não,Longo,Positiva,Amoroso,Organização pessoal e impacto dos exercícios físicos no corpo e mente,3,médio,Familiar
1f35184c-fc76-4b00-b431-968fad481fc5,3/16/2025,Journaling,Pouco,Não,Elogio,Não,Longo,Neutra,Rotina,Cansaço e sobrecarga emocional,2,baixo,Rotina
1f35184c-fc76-4b00-b431-968fad481fc5,3/17/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,Neutra,Uso Aplicativo,Estado emocional inicial,2,baixo,Uso Aplicativo
20a15725-38a6-414a-bb58-f4afa9c8ce68,4/3/2025,Desabafo,Muito,Não,Elogio,Não,Longo,Negativa,Amoroso,"Término de relacionamento, Sentimentos pós-término, Reflexão sobre sentimentos pessoais",3,médio,Amoroso
20a15725-38a6-414a-bb58-f4afa9c8ce68,4/4/2025,Desabafo,Muito,Não,Elogio,Não,Longo,Negativa,Trabalho,Término e Impacto Emocional,3,médio,Amoroso
20a15725-38a6-414a-bb58-f4afa9c8ce68,4/5/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Amoroso,Espiritualidade e Gratidão a Deus,3,médio,Autoconhecimento
214fc0ef-93ee-40f0-8f88-607349f01e60,3/29/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Familiar,Outros,2,baixo,Outros
214fc0ef-93ee-40f0-8f88-607349f01e60,3/29/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Trabalho,Outros,2,baixo,Outros
214fc0ef-93ee-40f0-8f88-607349f01e60,4/2/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Familiar,Outros,2,baixo,Outros
21efabd1-bb90-4f87-8f8e-9b6b9535b1bf,4/3/2025,Journaling,Muito,Não,Elogio,Sim,Longo,Neutra,Ansiedade,"Provas escolares, Motivação no esporte, Organização de estudos",2,baixo,Acadêmicos
21efabd1-bb90-4f87-8f8e-9b6b9535b1bf,4/5/2025,Journaling,Muito,Não,Elogio,Não,Normal,Positiva,Depressão,Descanso e Espiritualidade,2,baixo,Rotina
21f16927-9041-4739-9a0b-fdc0c943ee87,3/26/2025,Journaling,Muito,Não,Elogio,Não,Longo,Neutra,Outros,"Relacionamento à distância, Inseguranças, Comunicação",6,alto,Outros
21f16927-9041-4739-9a0b-fdc0c943ee87,3/27/2025,Desabafo,Pouco,Não,Neutro,Sim,Normal,,Amoroso,Relacionamento Amoroso,6,alto,Amoroso
21f16927-9041-4739-9a0b-fdc0c943ee87,3/28/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Neutra,Amoroso,"Relacionamento à distância, Comunicação, Confiança",6,alto,Outros
21f16927-9041-4739-9a0b-fdc0c943ee87,3/29/2025,Desabafo,Pouco,Não,Neutro,Não,Normal,Negativa,Outros,Distanciamento emocional,6,alto,Outros
21f16927-9041-4739-9a0b-fdc0c943ee87,4/1/2025,Journaling,Nada,Não,Neutro,Não,Curto,Muito Positiva,Amizade,Sentimento de bem-estar,6,alto,Autoconhecimento
21f16927-9041-4739-9a0b-fdc0c943ee87,4/4/2025,Journaling,Pouco,Não,Neutro,Não,Normal,,Amoroso,Relacionamento Amoroso,6,alto,Amoroso
24b31d60-79cd-4147-9aa3-12f5d553c245,1/26/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Amoroso,Outros,1,baixo,Outros
25357484-3b70-4dbe-aa43-be16942aa0b1,3/13/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Amoroso,Excesso de trabalho e cansaço extremo,1,baixo,Trabalho
27b4945c-2f20-4e74-87e5-9dbde2356e9e,3/14/2025,Journaling,Pouco,Não,Elogio,Não,Longo,Positiva,Autoconhecimento,Amor e bem-estar,1,baixo,Autoconhecimento
289bc910-25af-4db1-9afc-0ca427aea3be,4/4/2025,Desabafo,Pouco,Não,Neutro,Não,Longo,Negativa,Ansiedade,"Doença na família, Dificuldade de emprego, Ansiedade e raiva acumulada",1,baixo,Familiar
289bc910-25af-4db1-9afc-0ca427aea3be,4/4/2025,Desabafo,Pouco,Não,Neutro,Não,Longo,Negativa,Amoroso,"Doença na família, Dificuldade de emprego, Ansiedade e raiva acumulada",1,baixo,Familiar
2b3a59e5-1bb8-4043-899b-a71f77cfc806,4/3/2025,Desabafo,Pouco,Não,Neutro,Não,Longo,Negativa,Familiar,"Perda de amizade, saída do irmão de casa, conflito com prima, pressão familiar",3,médio,Familiar
2b3a59e5-1bb8-4043-899b-a71f77cfc806,4/3/2025,Desabafo,Pouco,Não,Neutro,Não,Longo,Negativa,Financeiros,"Perda de amizade, saída do irmão de casa, conflito com prima, pressão familiar",3,médio,Familiar
2b3a59e5-1bb8-4043-899b-a71f77cfc806,4/5/2025,Journaling,Nada,Não,Neutro,Não,Curto,Neutra,Amoroso,Sentimento de ansiedade sem detalhes adicionais,3,médio,Outros
2b3a59e5-1bb8-4043-899b-a71f77cfc806,4/4/2025,Desabafo,Nada,Sim,Neutro,Sim,Curto,Muito Negativa,Saúde,Sentimento de querer ficar sozinha com a depressão,3,médio,Outros
2b7f34ac-01e6-45aa-afcf-f9f9747468eb,4/4/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Outros,Outros,1,baixo,Outros
305fa4f3-9d4e-424b-b0fb-20be264c8b92,4/3/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Trabalho,Cansaço e exaustão semanal,1,baixo,Trabalho
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/16/2025,Desabafo,Pouco,Não,Elogio,Não,Longo,Neutra,Amoroso,"Falta de reconhecimento e agressividade do parceiro, Dificuldade em sair da relação devido aos filhos",11,alto,Amoroso
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/17/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,Neutra,Uso Aplicativo,Estado emocional inicial,11,alto,Uso Aplicativo
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/18/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Neutra,Outros,Sentimento de ser ignorado e não validado,11,alto,Outros
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/19/2025,Desabafo,Pouco,Não,Neutro,Não,Normal,Negativa,Familiar,Dificuldades no relacionamento e impacto nos filhos,11,alto,Familiar
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/21/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Negativa,Amoroso,Abandono do parceiro durante a gravidez,11,alto,Amoroso
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/22/2025,Desabafo,Muito,Não,Neutro,Não,Normal,Neutra,Outros,Comunicação e Distância no Relacionamento,11,alto,Outros
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/23/2025,Reflexão Profunda,Muito,Não,Elogio,Não,Longo,Positiva,Autoconhecimento,Autoestima e autoconhecimento,11,alto,Autoconhecimento
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/25/2025,Reflexão Profunda,Muito,Não,Elogio,Sim,Longo,Positiva,Rotina,Técnicas de autocuidado e mindfulness adaptadas à rotina diária.,11,alto,Rotina
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/26/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Negativa,Amoroso,"Desapontamento com o parceiro, Falta de apoio, Desigualdade na relação, Desafios da maternidade",11,alto,Amoroso
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/29/2025,Desabafo,Pouco,Não,Neutro,Não,Longo,Negativa,Familiar,"Convivência com a mãe esquizofrênica, Dificuldades financeiras, Dificuldades com o marido desempregado, Preocupações com moradia e filhos",11,alto,Familiar
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/29/2025,Desabafo,Pouco,Não,Neutro,Não,Longo,Negativa,Ansiedade,"Convivência com a mãe esquizofrênica, Dificuldades financeiras, Dificuldades com o marido desempregado, Preocupações com moradia e filhos",11,alto,Familiar
3142bfd2-aba2-4938-ac3b-09bfb18cb292,3/31/2025,Desabafo,Pouco,Não,Neutro,Não,Longo,Neutra,Familiar,Oscilações de humor do parceiro e responsabilidades financeiras na relação,11,alto,Amoroso
31fe765c-10e7-4e10-8f10-f90d36855941,4/2/2025,Desabafo,Pouco,Não,Neutro,Não,Normal,Negativa,Saúde,Dor crônica e frustração com tratamento médico,1,baixo,Saúde
34263d91-8dbb-4126-a01c-7c30254dd633,3/26/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Neutra,Rotina,Cansaço e Rotina Diária,2,baixo,Rotina
34263d91-8dbb-4126-a01c-7c30254dd633,3/29/2025,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Autoconhecimento,Sentimento de bem-estar,2,baixo,Autoconhecimento
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,3/22/2025,Desabafo,Nada,Não,Neutro,Não,Longo,Neutra,Depressão,Expressão religiosa e espiritualidade,10,alto,Autoconhecimento
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,3/28/2025,Desabafo,Nada,Não,Neutro,Não,Longo,Neutra,Saúde,"Dor física, Fé religiosa, Documentação legal, Saúde",10,alto,Saúde
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,3/29/2025,Desabafo,Nada,Não,Neutro,Não,Longo,Neutra,Saúde,"Espiritualidade, Saúde Física, Justiça e Documentação",10,alto,Saúde
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,4/1/2025,Desabafo,Nada,Não,Neutro,Não,Longo,Neutra,Autoconhecimento,Fé e espiritualidade,10,alto,Autoconhecimento
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,4/2/2025,Desabafo,Nada,Não,Neutro,Não,Longo,Neutra,Saúde,"Fé e Espiritualidade, Saúde Física, Justiça e Direitos",10,alto,Saúde
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,4/3/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,Neutra,Outros,Despedida casual,10,alto,Outros
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,4/5/2025,Desabafo,Nada,Não,Neutro,Não,Longo,Neutra,Saúde,"Fé e espiritualidade, Saúde física, Justiça e legalidade, Redes sociais e plataformas digitais",10,alto,Saúde
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,4/6/2025,Muito curto,Nada,Não,Neutro,Não,Muito curto,,Amoroso,Outros,10,alto,Outros
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,4/7/2025,Desabafo,Nada,Não,Neutro,Não,Longo,Neutra,Saúde,"Saúde, Fé, Redes Sociais, Justiça",10,alto,Saúde
355cea54-f23f-4a03-8217-5dd8d1cfc1a0,4/8/2025,Journaling,Nada,Não,Neutro,Não,Longo,Neutra,Autoconhecimento,Espiritualidade e Fé,10,alto,Autoconhecimento
361c7ec8-173a-44ad-849a-13addf6f1232,3/25/2025,Journaling,Pouco,Não,Elogio,Não,Longo,Neutra,Rotina,Sentimento de cansaço e vontade de desistir,5,médio,Rotina
361c7ec8-173a-44ad-849a-13addf6f1232,3/26/2025,Desabafo,Pouco,Não,Neutro,Não,Normal,Negativa,Familiar,Desconforto em casa,5,médio,Familiar
361c7ec8-173a-44ad-849a-13addf6f1232,3/27/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Amoroso,"Atividades do dia a dia, Exercício físico, Relacionamento Amoroso, Trabalho",5,médio,Amoroso
361c7ec8-173a-44ad-849a-13addf6f1232,4/6/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Trabalho,Outros,5,médio,Outros
361c7ec8-173a-44ad-849a-13addf6f1232,4/5/2025,Desabafo,Nada,Sim,Neutro,Sim,Normal,Negativa,Trabalho,Sentimento de falta de controle e isolamento,5,médio,Depressão
36ad0502-357c-41c2-99b3-00257b9a054f,3/23/2025,Desabafo,Muito,Não,Elogio,Sim,Longo,Negativa,Amoroso,"Sentimento de estagnação, Dependência de maconha, Autoestima baixa, Busca por alívio através da música e maconha",3,médio,Outros
36ad0502-357c-41c2-99b3-00257b9a054f,3/24/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Amoroso,Cansaço sem motivo aparente,3,médio,Familiar
36ad0502-357c-41c2-99b3-00257b9a054f,3/31/2025,Desabafo,Nada,Não,Neutro,Sim,Curto,Negativa,Amoroso,Abandono de vício de maconha,3,médio,Vícios
3722da13-b779-480d-b0cf-855cb4e2c144,3/17/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Ansiedade,Outros,1,baixo,Outros
3799c6c8-6736-4db8-afcb-5e62a8525fad,3/13/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Ansiedade,Outros,1,baixo,Outros
38f1d3c5-2df2-4606-9c8f-1d35e0aad6ca,4/4/2025,Desabafo,Nada,Não,Neutro,Não,Muito curto,,Amoroso,Outros,1,baixo,Outros
3a36c098-257c-43f6-b7c1-e92f478e5db2,4/2/2025,,,,,,,,Outros,,1,baixo,Outros
408f17f1-7a86-4af6-973b-e5430e23b8f0,3/16/2025,Desabafo,Pouco,Não,Neutro,Não,Normal,Negativa,Amoroso,"Instabilidade no casamento, Sentimentos de angústia e insuficiência",2,baixo,Amoroso
408f17f1-7a86-4af6-973b-e5430e23b8f0,3/17/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Outros,Outros,2,baixo,Outros
409299da-145a-441f-88a3-346c6c9fc142,3/24/2025,,,,,,,,Outros,,3,médio,Outros
409299da-145a-441f-88a3-346c6c9fc142,3/29/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,Neutra,Outros,Nenhum específico,3,médio,Outros
409299da-145a-441f-88a3-346c6c9fc142,4/1/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Outros,Outros,3,médio,Outros
4130a971-f2b8-4f38-a06b-b02ded6e1450,4/1/2025,,,,,,,,Outros,,6,alto,Outros
4130a971-f2b8-4f38-a06b-b02ded6e1450,3/31/2025,Journaling,Pouco,Não,Elogio,Sim,Longo,Neutra,Trabalho,Dificuldade em encontrar emprego e sentimento de inadequação,6,alto,Trabalho
4130a971-f2b8-4f38-a06b-b02ded6e1450,4/2/2025,Journaling,Muito,Não,Elogio,Sim,Longo,Positiva,Trabalho,Desemprego e Empreendedorismo,6,alto,Trabalho
4130a971-f2b8-4f38-a06b-b02ded6e1450,4/5/2025,Desabafo,Muito,Não,Neutro,Não,Normal,Negativa,Amizade,Confusão sobre sentimentos amorosos e culpa por pensar em outra pessoa,6,alto,Outros
4130a971-f2b8-4f38-a06b-b02ded6e1450,4/5/2025,Desabafo,Muito,Não,Neutro,Não,Normal,Negativa,Trabalho,Confusão sobre sentimentos amorosos e culpa por pensar em outra pessoa,6,alto,Outros
